rainfall_mm,soil_quality_index,farm_size_hectares,sunlight_hours,fertilizer_kg,crop_yield
0.8113333333333335,0.1111111111111111,0.9232323232323232,0.125,0.7724137931034483,0.8883161512027491
0.5086666666666666,0.3333333333333333,0.6575757575757576,1.0,0.3272413793103448,0.6030927835051547
0.9746666666666668,0.2222222222222222,0.6393939393939394,1.0,0.2555172413793103,0.6116838487972509
0.8746666666666667,0.2222222222222222,0.2121212121212121,0.375,0.566551724137931,0.2714776632302405
0.8966666666666667,0.4444444444444445,0.8151515151515152,0.375,0.3024137931034482,0.7663230240549828
0.3173333333333333,0.7777777777777777,0.1171717171717171,0.5,0.8148275862068965,0.1890034364261168
0.9893333333333334,0.6666666666666665,0.0898989898989899,0.0,0.1955172413793103,0.1529209621993127
0.8540000000000001,0.1111111111111111,0.7151515151515152,0.375,0.4941379310344827,0.6872852233676976
0.6759999999999999,0.6666666666666665,0.1212121212121212,0.125,0.7803448275862068,0.2130584192439862
0.8820000000000001,1.0,0.6141414141414142,0.625,0.2727586206896551,0.6082474226804124
0.8560000000000001,0.3333333333333333,0.7010101010101011,0.875,0.4275862068965517,0.6752577319587629
0.534,0.0,0.9474747474747476,1.0,0.2996551724137931,0.838487972508591
0.9593333333333334,0.4444444444444445,0.7040404040404041,0.5,0.4675862068965516,0.6941580756013745
0.8786666666666667,0.4444444444444445,0.7414141414141414,0.5,0.4544827586206896,0.7182130584192439
0.8853333333333333,0.7777777777777777,0.1404040404040404,0.625,0.4689655172413793,0.218213058419244
0.8833333333333333,0.1111111111111111,0.2686868686868687,0.5,0.2341379310344827,0.2835051546391752
0.2506666666666666,0.8888888888888888,0.0414141414141414,0.25,0.3772413793103448,0.0790378006872852
0.2466666666666666,0.4444444444444445,0.8010101010101011,0.75,0.7793103448275862,0.7525773195876289
0.0746666666666666,0.3333333333333333,0.1797979797979798,0.125,0.9151724137931034,0.2199312714776632
0.0579999999999999,0.0,0.4666666666666667,0.75,0.1789655172413792,0.3797250859106529
0.5826666666666667,0.0,0.7797979797979798,0.0,0.6224137931034482,0.7302405498281788
0.454,0.6666666666666665,0.0,0.75,0.326551724137931,0.0481099656357388
0.8826666666666667,0.4444444444444445,0.3757575757575757,0.0,0.6910344827586207,0.4295532646048109
0.2033333333333333,0.5555555555555556,0.8343434343434344,0.875,0.4410344827586206,0.7474226804123711
0.5053333333333334,1.0,0.5717171717171717,0.375,0.6813793103448276,0.5841924398625429
0.8166666666666667,0.7777777777777777,0.3282828282828283,0.375,0.7327586206896551,0.3986254295532646
0.1126666666666666,0.2222222222222222,0.4434343434343434,0.875,0.1055172413793103,0.3642611683848797
0.0113333333333333,0.4444444444444445,0.1121212121212121,0.875,0.3358620689655172,0.1048109965635738
0.4593333333333333,0.6666666666666665,0.0919191919191919,0.0,0.1362068965517241,0.1065292096219931
0.8306666666666667,0.1111111111111111,0.9030303030303032,0.625,0.2599999999999999,0.8213058419243986
0.938,0.5555555555555556,0.7000000000000001,0.0,0.6565517241379311,0.7096219931271477
0.1059999999999999,0.5555555555555556,0.6141414141414142,0.75,0.5296551724137931,0.5601374570446735
0.1606666666666666,1.0,0.2878787878787878,0.25,0.7962068965517242,0.3281786941580756
0.7933333333333334,1.0,0.4878787878787878,0.25,0.1734482758620689,0.4845360824742268
0.1326666666666666,0.1111111111111111,0.0252525252525252,0.5,0.6520689655172414,0.0601374570446735
0.2233333333333333,1.0,0.6888888888888889,0.625,0.5144827586206897,0.6460481099656357
0.0853333333333333,0.8888888888888888,0.5050505050505051,0.0,0.4948275862068965,0.4725085910652921
0.8086666666666666,0.5555555555555556,0.8242424242424243,0.875,0.4127586206896551,0.7817869415807559
0.3246666666666667,0.1111111111111111,0.9737373737373738,0.5,0.2586206896551724,0.8419243986254294
0.6973333333333334,0.5555555555555556,0.8787878787878788,0.875,0.2044827586206896,0.7989690721649485
0.014,0.4444444444444445,0.7505050505050506,1.0,0.3889655172413793,0.6529209621993126
0.442,1.0,0.105050505050505,0.5,0.1141379310344827,0.1254295532646048
0.9213333333333332,0.1111111111111111,0.4565656565656565,0.75,0.0155172413793103,0.4243986254295532
0.2246666666666666,0.0,0.3888888888888889,1.0,0.9482758620689656,0.4037800687285223
0.016,0.1111111111111111,0.5797979797979799,0.125,0.6520689655172414,0.5223367697594501
0.6306666666666667,0.3333333333333333,0.5606060606060607,0.375,0.5444827586206896,0.5498281786941581
0.0493333333333333,0.7777777777777777,0.5101010101010102,0.75,0.4937931034482758,0.4707903780068729
0.12,0.7777777777777777,0.3,0.875,0.1293103448275862,0.2611683848797251
0.0266666666666666,0.2222222222222222,0.1303030303030302,0.5,0.8986206896551724,0.1701030927835051
0.4766666666666666,0.0,0.8616161616161616,0.25,0.826551724137931,0.8109965635738832
0.4726666666666666,0.2222222222222222,0.7030303030303031,0.875,0.8886206896551724,0.6907216494845361
0.4266666666666667,0.0,0.1838383838383838,1.0,0.0968965517241379,0.1597938144329896
0.0579999999999999,1.0,0.0696969696969697,0.5,0.4706896551724137,0.1013745704467354
0.4833333333333333,0.0,0.5191919191919192,0.875,0.0982758620689655,0.4501718213058419
0.8373333333333333,0.4444444444444445,0.8010101010101011,0.0,0.9534482758620688,0.8144329896907216
0.0986666666666666,0.8888888888888888,0.4868686868686868,0.25,0.7899999999999999,0.4879725085910653
0.2166666666666666,0.3333333333333333,0.1232323232323232,1.0,0.3841379310344827,0.1305841924398625
0.6773333333333333,0.3333333333333333,0.9363636363636364,0.875,0.1155172413793103,0.831615120274914
0.7793333333333334,0.3333333333333333,0.9303030303030304,0.625,0.106551724137931,0.8333333333333333
0.1093333333333333,0.5555555555555556,0.3898989898989899,0.875,0.5689655172413793,0.3745704467353952
0.1566666666666666,0.1111111111111111,0.9949494949494948,0.0,0.1820689655172414,0.8402061855670102
0.5940000000000001,0.5555555555555556,0.6525252525252526,0.875,0.6458620689655172,0.6426116838487972
0.1606666666666666,0.5555555555555556,0.604040404040404,1.0,0.3158620689655172,0.5360824742268042
0.0773333333333333,0.0,0.0212121212121212,0.625,0.259655172413793,0.0103092783505154
0.422,0.2222222222222222,0.1282828282828282,0.5,0.9668965517241378,0.20446735395189
0.7333333333333334,0.6666666666666665,0.105050505050505,0.5,0.2351724137931034,0.1494845360824742
0.8286666666666667,0.3333333333333333,0.7797979797979798,0.125,0.8824137931034483,0.7852233676975946
0.1026666666666666,0.4444444444444445,0.3707070707070707,1.0,0.5565517241379311,0.3539518900343643
0.2666666666666666,0.2222222222222222,0.2151515151515151,0.625,0.446551724137931,0.2147766323024055
0.7906666666666666,0.0,0.1595959595959596,0.75,0.099655172413793,0.1666666666666666
0.1006666666666666,0.1111111111111111,0.604040404040404,0.75,0.3879310344827585,0.5240549828178693
0.4733333333333333,0.1111111111111111,0.6151515151515152,0.125,0.5396551724137931,0.5773195876288659
0.3246666666666667,0.3333333333333333,0.4454545454545454,0.0,0.0227586206896551,0.3762886597938144
0.7893333333333334,0.5555555555555556,0.3747474747474747,0.125,0.3424137931034482,0.3900343642611684
0.5313333333333332,0.7777777777777777,0.686868686868687,0.25,0.9741379310344828,0.7061855670103092
0.3573333333333333,1.0,0.3646464646464646,0.75,0.6579310344827586,0.3951890034364261
0.4586666666666666,0.1111111111111111,0.1616161616161616,0.0,0.4758620689655171,0.1838487972508591
0.136,0.7777777777777777,0.5616161616161617,0.0,0.3999999999999999,0.5120274914089347
0.562,0.0,0.693939393939394,0.75,0.7182758620689655,0.6649484536082475
0.0173333333333333,0.0,0.101010101010101,0.0,0.13,0.0601374570446735
0.8273333333333335,0.8888888888888888,0.4616161616161616,0.5,0.2727586206896551,0.4707903780068729
0.738,0.5555555555555556,0.9474747474747476,0.0,0.8141379310344827,0.9209621993127148
0.7186666666666668,0.6666666666666665,0.5585858585858586,0.0,0.4041379310344827,0.5515463917525774
0.8220000000000001,0.3333333333333333,0.0505050505050505,0.5,0.0455172413793103,0.0807560137457044
0.484,0.4444444444444445,0.9818181818181818,1.0,0.9913793103448276,0.9450171821305842
0.8193333333333335,0.7777777777777777,0.4747474747474747,0.25,0.7824137931034483,0.529209621993127
0.2273333333333333,0.3333333333333333,0.5292929292929294,0.625,0.3741379310344827,0.4759450171821306
